A_symbol,B_symbol,y_exists,S_cos,S_wcos,S_dot,same_group,same_period,source,notes
Ac,I,1,-1.540906235993e-01,5.810578955195e-02,-1.036576632454e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,In,0,7.907792967570e-01,8.002154622552e-01,5.749213857812e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,B)"
Ac,K,0,-1.084371359468e-01,3.306620247301e-01,-5.123398355132e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Br)"
Ac,Kr,0,-7.040203411634e-01,-5.500160695470e-01,-1.608741458449e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Ge)"
Ac,La,0,8.660915056356e-01,7.630269391260e-01,7.548982621665e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Po)"
Ac,Li,0,-3.652516002265e-01,5.117655482909e-02,-1.235067064552e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,F)"
Ac,Mg,0,-4.104266110922e-01,-2.016826296648e-02,-7.941380361142e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Cl)"
Ac,Mn,0,5.020893725272e-03,1.205976831495e-01,5.065471430231e-02,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,P)"
Ac,Mo,0,-3.515740302297e-02,1.475680738539e-01,-1.855289499396e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Sb)"
Ac,N,1,-6.776369925718e-01,-4.214299763462e-01,-8.471149012747e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Na,0,-5.521282545557e-01,-1.456828184766e-01,-2.007436428811e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Cl)"
Ac,Nb,0,6.599725220943e-01,2.697472028782e-01,1.123442511813e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Sb)"
Ac,Nd,0,5.270332475882e-01,3.028624581116e-01,5.941041191681e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Bi)"
Ac,Ne,0,-8.038064254772e-01,-5.832616480120e-01,-2.319264574714e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,O)"
Ac,Ni,0,7.742840863175e-01,6.747853151027e-01,5.325706063007e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,C)"
Ac,O,1,-5.761306484136e-01,-4.619507489736e-01,-9.104112513361e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,P,1,-2.585320858096e-01,2.929869754216e-03,-1.611989693184e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Pb,1,6.718310889270e-01,6.164545452990e-01,4.095105428806e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Pm,0,8.909905850260e-01,7.935808055666e-01,8.839373368058e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Pb)"
Ac,Po,1,7.749960669572e-01,7.434524085409e-01,6.109830663718e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Pr,0,8.168302029443e-01,6.876933919745e-01,8.329190596174e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Bi)"
Ac,Rb,0,7.150048589442e-01,7.128350573970e-01,5.196043242432e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,I)"
Ac,Rh,0,9.174866745154e-01,8.769829067898e-01,8.120214836568e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Sn)"
Ac,Ru,0,8.426653321069e-01,7.582021701238e-01,6.903167132761e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Sn)"
Ac,S,1,-2.478565786946e-01,-1.240728046299e-01,-2.137138432520e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Sb,1,4.868604600667e-01,6.135379096350e-01,3.049176977964e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Sc,0,5.050186218481e-01,3.598086025764e-01,3.832481677512e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,S)"
Ac,Se,1,2.797288926659e-01,3.244079487270e-01,1.852322423025e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Si,1,7.644245935372e-02,7.195253335346e-03,5.403454741084e-01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Sm,0,7.656814192027e-01,5.883114314007e-01,7.552005338737e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Pb)"
Ac,Sn,1,6.569884424095e-01,6.185998157000e-01,3.804584239869e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Sr,0,3.639792376344e-01,4.601944650905e-01,2.417968230279e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,I)"
Ac,Tc,0,8.509110291395e-01,7.867570257123e-01,6.754252491952e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Ge)"
Ac,Te,1,4.923238578567e-01,5.039628083279e-01,3.080903611629e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ac,Ti,0,3.965772528043e-01,2.740841351000e-01,4.188134705886e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Se)"
Ac,Tl,0,8.679192002963e-01,8.777605662921e-01,6.217258909071e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,B)"
Ac,V,0,4.408093719156e-01,3.117052064028e-01,4.581150186755e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Se)"
Ac,Y,0,2.908079226647e-02,4.031193904258e-01,1.418215843494e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Te)"
Ac,Zn,0,-5.685593300897e-01,-1.753178347438e-01,-5.218413860374e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Si)"
Ac,Zr,0,9.084925911410e-01,8.461160908807e-01,8.421673348953e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ac,Te)"
Ag,As,0,4.697463415958e-01,6.032318573640e-01,1.628895581785e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(As,Fm)"
Ag,At,0,-1.332217040092e-01,-2.974840852540e-01,-2.262881639540e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(At,Sr)"
Ag,B,0,-1.057498355494e-01,4.870392995626e-01,-2.976874982625e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(B,Lr)"
Ag,Bi,0,-1.884021674292e-02,2.060890078156e-01,-3.511294720303e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bi,Fm)"
Ag,Br,0,1.995010062205e-01,4.678518383089e-01,1.281167549103e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Br,Fm)"
Ag,C,0,2.493288301373e-02,2.576549641754e-01,8.395612761533e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(C,Md)"
Ag,Cl,0,1.424920560051e-01,4.137240187868e-01,9.282120165918e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cl,Fm)"
Ag,F,0,-5.619997433286e-02,1.671613031486e-01,-8.942134558830e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(F,No)"
Ag,Ge,0,-1.380818887981e-01,6.052962143106e-02,-6.931094887917e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ge,U)"
Ag,H,1,5.507959047918e-01,6.844883907177e-01,5.124028414523e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Ag,I,0,5.167546674608e-01,7.599410009234e-01,2.094838394105e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(I,Pu)"
Ag,Li,0,1.439471389151e-01,4.518439271339e-01,2.933204658163e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ag,H)"
Ag,N,0,2.724482609607e-01,3.861553958854e-01,2.052438584934e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(N,U)"
Ag,Na,0,-1.088695453050e-03,2.537021821868e-01,-2.385333751545e-02,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ag,H)"
Ag,O,0,-2.907392899813e-02,1.582407313159e-01,-2.768606781369e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(O,Pm)"
Ag,P,0,6.030595547463e-01,7.339452367229e-01,2.265942728066e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(P,Pr)"
Ag,Pb,0,4.944514346368e-01,8.345481068948e-01,1.816224572250e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Pb,Tb)"
Ag,Po,0,2.329301238905e-01,4.430953104877e-01,1.106614224666e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Po,Y)"
Ag,S,0,1.550784811510e-01,4.880320901604e-01,8.057951667579e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(S,Yb)"
Ag,Sb,0,3.728850633046e-01,6.235537656236e-01,1.407323791052e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Sb,Zr)"
Ag,Se,0,3.780267017005e-01,7.278412198903e-01,1.508490746569e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Se,Y)"
Ag,Si,0,-1.068706278970e-01,1.596075872127e-01,-4.552355230668e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Si,Zr)"
Ag,Te,0,4.918659705932e-01,8.145930971000e-01,1.854876170809e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Te,W)"
Al,Am,0,-3.580405652401e-01,-7.327101385257e-01,-3.485193104535e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,O)"
Al,As,0,5.091006946765e-01,4.502720655892e-01,1.816746797088e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(As,Na)"
Al,At,0,-1.780060424662e-01,-4.640195540594e-01,-3.111590765346e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(At,Na)"
Al,B,0,2.562494362446e-02,5.050033991831e-01,7.423431218947e-01,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Al,H)"
Al,Ba,0,1.532039203008e-01,4.893995145716e-01,9.752966168427e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ba,O)"
Al,Be,0,-6.263508767964e-02,2.563095245510e-01,-1.743498664531e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Be,S)"
Al,Bh,0,-3.604607654412e-01,-5.345568112819e-01,-5.264977774685e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bh,O)"
Al,Bi,0,-2.399238305648e-02,2.108953719899e-01,-4.601671899547e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bi,Na)"
Al,Bk,0,-2.288875563980e-01,-5.802318315856e-01,-2.137014537375e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Bk,O)"
Al,Br,0,2.105741544276e-01,4.450001219131e-01,1.391639603602e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Br,Na)"
Al,C,0,-6.537691149393e-02,2.717130856682e-01,-2.265505779426e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(C,Na)"
Al,Ca,0,-7.443242554936e-02,1.918425190501e-01,-5.040470476498e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ca,O)"
Al,Ce,0,1.164094866545e-01,7.070966040471e-03,9.686269748533e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ce,Cl)"
Al,Cf,0,-3.420530255616e-01,-7.093964964485e-01,-3.273008896840e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cf,O)"
Al,Cl,0,2.750795909474e-01,4.290151084731e-01,1.844063102244e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Cl,Na)"
Al,Cm,0,-2.239974910938e-01,-5.844782497413e-01,-2.100185234094e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cm,S)"
Al,Cr,0,1.442442701287e-01,3.965275358910e-01,1.035035682642e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cr,F)"
Al,Cs,0,6.153819602618e-01,8.283469137249e-01,2.854314361678e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Cs,S)"
Al,Db,0,-3.414612982547e-01,-5.244714606180e-01,-4.957261236325e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Db,S)"
Al,Dy,0,5.582459323777e-02,5.658436576488e-02,3.942600182524e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Dy,S)"
Al,Er,0,6.636855421207e-02,7.244466378307e-02,4.540502143426e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Er,S)"
Al,Es,0,-4.125066229577e-01,-7.737320862113e-01,-4.216556671485e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Es,S)"
Al,Eu,0,-4.401336839687e-02,9.023346216783e-02,-2.922150040127e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Eu,S)"
Al,F,0,-1.556744656596e-01,4.544863036966e-03,-2.549079274661e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(F,Na)"
Al,Fm,0,-3.339714368851e-01,-5.203695309297e-01,-4.842966522078e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Fm,N)"
Al,Fr,0,4.840267256787e-02,3.015621575974e-01,1.012852655886e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Fr,N)"
Al,Gd,0,2.856742341749e-01,1.389966729796e-01,1.761578038351e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Gd,N)"
Al,Ge,0,2.522855688822e-01,3.586871776285e-01,1.303222018805e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ge,Na)"
Al,H,1,-2.332326948666e-01,2.329983179616e-01,-2.232909553599e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Al,He,0,-4.422720007328e-01,-1.404922150108e-01,-1.188379028095e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Al,H)"
Al,Hf,0,-8.962071014676e-02,2.909833573061e-01,-1.090476213489e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Hf,N)"
Al,Ho,0,4.331598642058e-01,3.455762624056e-01,2.477645578426e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ho,N)"
Al,I,0,5.043879636256e-01,7.277014187368e-01,2.104222722827e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(I,Na)"
Al,K,0,-6.934879937254e-02,5.587063582431e-01,-2.031986521525e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(K,N)"
Al,La,0,4.418779286070e-01,3.119814515232e-01,2.388519251816e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(La,O)"
Al,Li,0,7.624288736875e-02,4.232830065059e-01,1.598819875236e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Li,O)"
Al,Lr,0,-2.955359109567e-01,-4.983018562419e-01,-4.298088451655e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Lr,N)"
Al,Lu,0,5.058516251722e-01,3.671409665155e-01,2.604386503882e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Lu,N)"
Al,Md,0,-3.360097497758e-01,-5.214925490731e-01,-4.873738175914e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Md,N)"
Al,Mg,0,1.906594940163e-02,5.833238774310e-01,2.287813994471e-01,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Mg,O)"
Al,Mn,0,-1.484715721135e-01,3.226671732819e-02,-9.289320317217e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Mn,O)"
Al,Mo,0,-1.582447998242e-01,-7.676550269861e-03,-5.178764193583e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Mo,O)"
Al,N,0,-1.102553349876e-01,1.475433132000e-01,-8.547647784981e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(N,Na)"
Al,Na,0,-9.314734342981e-02,2.731940532750e-01,-2.100264986207e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(Na,S)"
Al,Nb,0,1.892896007214e-01,-1.543060912603e-01,1.998267132252e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Nb,O)"
Al,Nd,0,1.711161493201e-01,7.608147070954e-02,1.196237297214e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Nd,S)"
Al,No,0,-3.370056104090e-01,-5.220394131302e-01,-4.888860245799e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(No,P)"
Al,Np,0,-2.782544979931e-01,-6.368142851748e-01,-2.596355948332e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Np,P)"
Al,O,0,4.221031662178e-02,1.897895398387e-01,4.136538181650e-01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(O,Sc)"
Al,P,0,3.232698098897e-01,6.376156209207e-01,1.250013630363e+00,0,1,matched_negative_sampling,"matched_by_group_period_from_positive=(P,Zr)"
Al,Pa,0,-2.385125655486e-01,-5.996635457485e-01,-2.224836681790e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Pa,Si)"
Al,Pm,0,3.850274866569e-01,1.776342412342e-01,2.368873601353e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Pm,S)"
Al,Po,0,5.694153516956e-01,3.902631050369e-01,2.783944911442e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Po,V)"
Al,Pr,0,3.447921532651e-01,2.264343368009e-01,2.180369891270e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Pr,S)"
Al,Pu,0,-2.470613624490e-01,-6.088865286831e-01,-2.305443794009e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Pu,Si)"
Al,Ra,0,7.385219287836e-01,8.370523128421e-01,3.462090044995e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Ra,Si)"
Al,Rb,0,6.363119768891e-01,8.210112865402e-01,2.867712778396e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Rb,S)"
Al,Rf,0,-3.225784583305e-01,-5.140026846396e-01,-4.675041211145e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Rf,Si)"
Al,S,0,4.656026751937e-01,6.350604547795e-01,2.489713997385e+00,0,1,matched_negative_sampling,"fallback_matched_from_positive=(S,W)"
Al,Sc,0,5.960065785979e-01,6.503600298213e-01,2.804952676280e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Sc,Si)"
Am,Ar,0,-2.291397072526e-01,-3.379276451873e-01,-8.074655935116e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,S)"
Am,As,1,-5.876338674159e-02,-4.694584548680e-01,-5.279301793361e-01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,At,1,3.063071743154e-01,3.086553773789e-01,1.347981264609e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,B,1,-2.682400969441e-01,-4.407906912880e-01,-1.956340409862e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,Ba,0,-2.308560684198e-01,-5.846571768777e-01,-3.699875346371e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,At)"
Am,Be,0,-2.634178857378e-01,-3.624306467564e-01,-1.845984911885e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,F)"
Am,Bi,1,-1.094472829887e-01,-2.197394108632e-01,-5.284771402028e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,Br,1,-3.716667596540e-01,-5.764980200335e-01,-6.183785169640e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,C,1,-1.439091822130e-01,-4.039449453773e-01,-1.255475487251e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,Ca,0,-4.966470730731e-01,-6.112751023747e-01,-8.467120528568e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,Br)"
Am,Ce,0,-2.164070468362e-01,-3.927378870609e-01,-4.533342604282e+00,1,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,Po)"
Am,Cl,1,-4.454073581385e-01,-6.046800114085e-01,-7.517159298175e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,Co,0,3.172730641521e-01,3.016137243003e-01,8.418161174317e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,As)"
Am,Cr,0,-5.057160213744e-01,-6.804855503111e-01,-9.135712465779e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,P)"
Am,Cs,0,7.617375092286e-03,-5.554392855942e-01,8.894905558240e-02,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,At)"
Am,Cu,0,-6.474303369107e-01,-8.772009770348e-01,-6.064179853373e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,C)"
Am,F,1,-2.578427714306e-01,-2.963101888379e-01,-1.062918281704e+01,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,Fe,0,-3.227777207121e-01,-5.045923092855e-01,-1.018635096910e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,As)"
Am,Ga,0,-4.852841019514e-01,-8.351302052824e-01,-4.287919329281e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,Si)"
Am,Ge,1,-5.299705415379e-01,-7.299537218148e-01,-6.892181220363e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,H,0,-6.750223259505e-02,-3.052975088441e-01,-1.626967196492e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,N)"
Am,He,0,-2.486060954482e-01,-2.498132250269e-01,-1.681729969509e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,N)"
Am,I,1,-3.750728066532e-01,-6.943560164603e-01,-3.939322422589e+00,0,0,local_periodic_metadata_curated,offline curated binary-pair candidate from local periodic metadata (group/period/block); canonicalized
Am,In,0,-1.556907263119e-01,-5.874285066808e-01,-1.767244610934e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,B)"
Am,K,0,-1.479929605150e-01,-5.718497218131e-01,-1.091696435693e+01,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,Br)"
Am,Kr,0,-2.694384966256e-01,-4.272218084528e-01,-9.612612632372e+00,0,0,matched_negative_sampling,"matched_by_group_period_from_positive=(Am,Ge)"
